,Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million
1514,Portugal,3/1/2019,-23179.0,-69582.0,-91901.0,-8239.0,12479.0,-82549.0,-19717.0,-239163,0.0
1517,South Africa,6/1/2020,2914.0,35465.0,24572.0,424896.0,4587.0,-5006.0,5720.0,537131,299.0
1518,Malaysia,3/1/2019,-29926.0,-136642.0,-31118.0,-57378.0,10068.0,-79622.0,-49578.0,-330671,0.0
1519,"Bolivia, Plurinational State of",3/1/2019,-325.0,4779.0,-1315.0,14638.0,-494.0,623.0,935.0,62366,0.0
1520,Chile,3/1/2019,-19179.0,-32745.0,503971.0,534767.0,-899.0,-28278.0,6605.0,1007767,0.0
1521,Georgia,3/1/2019,-6145.0,-9443.0,-3267.0,-817.0,230.0,-8042.0,-2395.0,13646,0.0
1522,Spain,6/1/2020,-23960.0,-124849.0,-211649.0,724988.0,24174.0,678382.0,375360.0,1486429,172.0
1526,Barbados,3/1/2019,-3108.0,-2202.0,-2035.0,-1873.0,127.0,-2518.0,-1317.0,30599,0.0
1529,Iceland,3/1/2019,-616.0,-3261.0,177686.0,-4249.0,290.0,-1038.0,-2847.0,209490,0.0
1530,Switzerland,6/1/2020,-2582.0,-21373.0,-53057.0,-138336.0,-7484.0,-54992.0,-39597.0,-273438,31.0
1533,Bosnia and Herzegovina,3/1/2019,-3428.0,-10162.0,-508.0,-4313.0,-2316.0,-12599.0,-5808.0,4391,0.0
1536,Thailand,6/1/2020,-34502.0,151938.0,-108779.0,180067.0,66951.0,86678.0,7240.0,393576,1.0
1538,El Salvador,3/1/2019,-16291.0,-19874.0,649.0,-8977.0,265.0,-13619.0,-8958.0,-23280,0.0
1543,Greece,3/1/2019,-3377.0,-34460.0,12372.0,48539.0,-3827.0,-86663.0,-17523.0,-41414,0.0
1544,Turkey,6/1/2020,30836.0,-186898.0,65614.0,347132.0,-18852.0,40565.0,11826.0,334206,167.0
1548,"Taipei, Chinese",3/1/2019,-51649.0,-154975.0,60171.0,-27492.0,-930.0,-146076.0,-2085.0,-279511,0.0
1551,United Kingdom,6/1/2020,-142705.0,-93530.0,-54614.0,-535514.0,-9950.0,-187948.0,-330171.0,-1310449,369.0
1556,Switzerland,3/1/2019,6840.0,-38041.0,-48112.0,-106790.0,-6955.0,-46140.0,-80327.0,-276000,0.0
1560,"Korea, Republic of",3/1/2019,-71807.0,-293447.0,-245646.0,-185514.0,-3462.0,-412245.0,-35704.0,-1204300,0.0
1564,Japan,3/1/2019,-179730.0,-532495.0,-697775.0,-254202.0,-17969.0,-729672.0,-207631.0,-2575949,0.0
1575,Argentina,7/1/2020,98353.0,805017.0,81326.0,41032.0,-2501.0,270435.0,53133.0,1390808,694.0
1580,Australia,7/1/2020,52189.0,124345.0,21625.0,102126.0,66392.0,748125.0,50928.0,1209743,24.0
1589,Barbados,7/1/2020,-2727.0,-488.0,-929.0,-1432.0,140.0,-1130.0,-1147.0,36300,0.0
1600,Bosnia and Herzegovina,7/1/2020,-3549.0,-14340.0,68.0,-2831.0,-2977.0,-13933.0,5.0,6456,449.0
1603,Brazil,7/1/2020,-24014.0,567751.0,-10264.0,6165.0,23365.0,1377339.0,-15327.0,1969028,2306.0
1615,Canada,7/1/2020,-7499.0,681530.0,362631.0,-382768.0,61531.0,305723.0,253361.0,1318522,126.0
1620,Chile,7/1/2020,-21277.0,-94265.0,367360.0,340536.0,-757.0,20688.0,-17610.0,638688,3197.0
1629,Costa Rica,7/1/2020,4514.0,-18483.0,-1672.0,148564.0,-217.0,3297.0,8053.0,188069,366.0
1638,France,4/1/2019,216581.0,760540.0,-319869.0,-386066.0,184750.0,-115470.0,-76698.0,307324,0.0
1640,Spain,4/1/2019,-31459.0,-135170.0,-240014.0,660148.0,35163.0,510723.0,612108.0,1455055,0.0
1641,Brazil,4/1/2019,-21441.0,-75602.0,-94959.0,26654.0,42099.0,1129917.0,-44120.0,1006104,0.0
1643,Canada,4/1/2019,-16781.0,692593.0,155945.0,-372222.0,133589.0,293619.0,22741.0,953040,0.0
1648,United States of America,4/1/2019,166648.0,1662631.0,-995856.0,-793617.0,-225856.0,611483.0,-616557.0,-147568,0.0
1649,El Salvador,7/1/2020,-20563.0,-15938.0,-455.0,-8353.0,315.0,-17974.0,-13461.0,-32416,410.0
1651,Australia,4/1/2019,77794.0,324538.0,573.0,138235.0,105103.0,884663.0,65337.0,1639799,0.0
1654,Turkey,4/1/2019,57616.0,-305245.0,68083.0,199743.0,-42645.0,44880.0,46010.0,111998,0.0
1656,Ireland,4/1/2019,191231.0,-30047.0,33293.0,-40380.0,19012.0,243545.0,-26012.0,434198,0.0
1658,Argentina,4/1/2019,50043.0,871708.0,112223.0,63332.0,1559.0,235136.0,34753.0,1412310,0.0
1659,New Zealand,4/1/2019,869720.0,-21575.0,99574.0,387153.0,11590.0,499855.0,42354.0,1932227,0.0
1660,Russian Federation,4/1/2019,-242254.0,564810.0,324696.0,-396815.0,-21404.0,-134368.0,-224982.0,-86761,0.0
1662,Thailand,4/1/2019,-52532.0,284047.0,-161842.0,579823.0,16635.0,62727.0,52477.0,824891,0.0
1664,United Kingdom,4/1/2019,-129471.0,-107242.0,-66605.0,-524019.0,-27953.0,-294265.0,-402564.0,-1508563,0.0
1665,France,7/1/2020,219238.0,415481.0,-349465.0,-373992.0,162499.0,-143371.0,-95059.0,-120656,105.0
1667,Lithuania,4/1/2019,17536.0,105790.0,-119.0,-11069.0,2697.0,-2204.0,-2354.0,153833,0.0
1669,Czech Republic,4/1/2019,15391.0,24065.0,-6539.0,-54402.0,29030.0,-97683.0,-60472.0,-107054,0.0
1670,Georgia,7/1/2020,-4121.0,-12607.0,-1623.0,14629.0,1795.0,-7160.0,-1310.0,33616,11.0
1671,Costa Rica,4/1/2019,7113.0,-29078.0,1713.0,195490.0,47.0,-2030.0,6935.0,223746,0.0
1672,Germany,7/1/2020,159228.0,-72880.0,-198621.0,-942848.0,-37976.0,102760.0,-423153.0,-1369477,87.0
1675,Greece,7/1/2020,20000.0,-22554.0,45096.0,101397.0,-6083.0,-97965.0,-7948.0,75956,22.0
1676,Paraguay,4/1/2019,-2367.0,39848.0,-365.0,100.0,-797.0,87366.0,-1335.0,166006,0.0
1677,Madagascar,4/1/2019,-3021.0,-9459.0,11596.0,82.0,10.0,19.0,668.0,43451,0.0
1680,Serbia,4/1/2019,-1452.0,46429.0,-4353.0,19516.0,1996.0,-6208.0,-10864.0,88620,0.0
1681,Norway,4/1/2019,-6658.0,-15909.0,964619.0,-68923.0,-3929.0,-10332.0,-46953.0,855471,0.0
1684,South Africa,4/1/2019,4111.0,-91000.0,22637.0,192506.0,-14732.0,-39286.0,13922.0,131714,0.0
1685,Germany,4/1/2019,90254.0,-32140.0,-244677.0,-802262.0,-44520.0,55771.0,-616483.0,-1550501,0.0
1688,Malaysia,4/1/2019,-39171.0,-121073.0,-24081.0,-59777.0,10140.0,-78261.0,-52901.0,-321568,0.0
1690,Portugal,4/1/2019,-22250.0,-56854.0,-136917.0,-3808.0,-3048.0,-88926.0,-17753.0,-286000,0.0
1691,Iceland,7/1/2020,-900.0,-1234.0,125694.0,-4936.0,100.0,-2594.0,-2710.0,157433,38.0
1697,"Bolivia, Plurinational State of",4/1/2019,284.0,5957.0,-2260.0,20122.0,-689.0,160.0,248.0,67378,0.0
1699,Georgia,4/1/2019,-5008.0,-11548.0,-2698.0,213.0,248.0,-6997.0,-3138.0,14628,0.0
1700,Ireland,7/1/2020,259631.0,-29733.0,27170.0,-44576.0,-9707.0,241713.0,-28078.0,460433,27.0
1701,Chile,4/1/2019,-21184.0,-17454.0,435395.0,566678.0,83.0,-25879.0,7232.0,988427,0.0
1706,Barbados,4/1/2019,-2832.0,-436.0,-1369.0,-1713.0,74.0,-2317.0,-1378.0,33585,0.0
1707,Japan,7/1/2020,-162831.0,-428679.0,-634203.0,-318986.0,-7101.0,-890590.0,-180918.0,-2579295,10.0
1710,Iceland,4/1/2019,37.0,-1511.0,156381.0,-5669.0,1140.0,-841.0,-3564.0,189529,0.0
1715,Bosnia and Herzegovina,4/1/2019,-3035.0,-6508.0,-860.0,-5160.0,-3650.0,-13951.0,-6039.0,4353,0.0
1720,El Salvador,4/1/2019,-13052.0,-33302.0,-325.0,-7522.0,310.0,-11717.0,-7328.0,-29380,0.0
1726,Greece,4/1/2019,-3067.0,-14167.0,21472.0,23067.0,-5930.0,-88337.0,-5516.0,-28922,0.0
1729,Lithuania,7/1/2020,25536.0,19904.0,-9611.0,-23025.0,1333.0,-2706.0,-3612.0,51832,15.0
1730,"Taipei, Chinese",4/1/2019,-49343.0,-107768.0,47536.0,-20463.0,-570.0,-143355.0,-7494.0,-237901,0.0
1735,Madagascar,7/1/2020,-1826.0,-4377.0,9808.0,202.0,-59.0,-30.0,3591.0,51322,33.0
1738,Switzerland,4/1/2019,156.0,-25581.0,-52104.0,-104689.0,-9433.0,-60064.0,-74509.0,-282668,0.0
1739,Malaysia,7/1/2020,-28450.0,-148476.0,-14297.0,-27254.0,12519.0,-85095.0,-48141.0,-295181,4.0
1745,"Korea, Republic of",4/1/2019,-85319.0,-335839.0,-281349.0,-273557.0,-7501.0,-473975.0,-39193.0,-1453177,0.0
1750,Japan,4/1/2019,-173453.0,-476257.0,-953485.0,-357957.0,-22850.0,-1033150.0,-225167.0,-3198763,0.0
1769,New Zealand,7/1/2020,747576.0,-27261.0,65245.0,294737.0,61177.0,372856.0,13181.0,1571524,4.0
1779,Norway,7/1/2020,-9972.0,-13464.0,781518.0,-56440.0,-1636.0,-18128.0,-27915.0,697976,37.0
1789,Paraguay,7/1/2020,310.0,59999.0,-172.0,761.0,-1095.0,103453.0,-2193.0,205076,132.0
1797,Portugal,7/1/2020,-30263.0,-77074.0,-88217.0,-27314.0,11363.0,-73444.0,-10.0,-240946,470.0
1817,Serbia,7/1/2020,-1311.0,44273.0,-3349.0,49322.0,2334.0,-5977.0,7336.0,136641,337.0
1828,France,5/1/2019,188385.0,447580.0,-333987.0,-409873.0,189518.0,-147502.0,-147173.0,-169466,0.0
1829,Spain,5/1/2019,-53481.0,-141243.0,-297834.0,796804.0,21498.0,572722.0,459088.0,1401140,0.0
1830,South Africa,7/1/2020,-845.0,3901.0,22294.0,498098.0,-6453.0,-1687.0,7779.0,567100,1314.0
1831,Brazil,5/1/2019,-31152.0,48893.0,-79988.0,35361.0,45964.0,1266927.0,-38766.0,1290825,0.0
1832,Canada,5/1/2019,-14678.0,636102.0,584397.0,-394874.0,101750.0,334087.0,87594.0,1377964,0.0
1835,Spain,7/1/2020,-10254.0,-135868.0,-200325.0,537716.0,20397.0,720114.0,224570.0,1200363,106.0
1836,United States of America,5/1/2019,177917.0,1596146.0,-1487815.0,-642689.0,-186227.0,741954.0,-502158.0,-259286,0.0
1838,Australia,5/1/2019,64799.0,411921.0,13495.0,129793.0,128103.0,865968.0,41764.0,1699429,0.0
1840,Turkey,5/1/2019,38878.0,-314763.0,69894.0,222994.0,-52972.0,62096.0,44525.0,114238,0.0
1842,Ireland,5/1/2019,223196.0,-37230.0,35416.0,-44223.0,19015.0,221623.0,-30706.0,430677,0.0
1843,Switzerland,7/1/2020,-2133.0,-14778.0,-50099.0,-112929.0,-8530.0,-61607.0,-27877.0,-233940,76.0
1844,Argentina,5/1/2019,44443.0,814133.0,113484.0,78993.0,-738.0,280749.0,29197.0,1403847,0.0
1845,New Zealand,5/1/2019,837461.0,-14181.0,114799.0,404582.0,9731.0,512391.0,23788.0,1932157,0.0
1846,Russian Federation,5/1/2019,-211314.0,318161.0,197965.0,-369198.0,-9887.0,-132728.0,-238230.0,-401645,0.0
1847,Thailand,5/1/2019,-45809.0,205732.0,-116903.0,276548.0,26744.0,78810.0,30631.0,499339,0.0
1848,United Kingdom,5/1/2019,-105626.0,-98520.0,-53046.0,-580696.0,9561.0,-250953.0,-353195.0,-1388889,0.0
1849,Thailand,7/1/2020,-23336.0,156298.0,-88932.0,277608.0,79503.0,82551.0,10395.0,538100,1.0
1851,Lithuania,5/1/2019,21539.0,44304.0,-1927.0,-16792.0,3160.0,-3982.0,-5094.0,84794,0.0
1853,Czech Republic,5/1/2019,17790.0,27975.0,-10031.0,-62127.0,27484.0,-91639.0,-60356.0,-107318,0.0
1854,Costa Rica,5/1/2019,7537.0,-27419.0,993.0,195046.0,-378.0,-1243.0,6210.0,224332,0.0
1857,Turkey,7/1/2020,40015.0,-104597.0,73796.0,294844.0,-24842.0,42877.0,21618.0,387724,216.0
1858,Madagascar,5/1/2019,-2806.0,-7505.0,14087.0,443.0,-94.0,-12.0,947.0,48646,0.0
1860,Paraguay,5/1/2019,-1669.0,39003.0,-116.0,625.0,-1498.0,74045.0,-2153.0,151823,0.0
1863,Serbia,5/1/2019,-416.0,44459.0,-2651.0,33570.0,777.0,-4231.0,-6207.0,108887,0.0
1864,United Kingdom,7/1/2020,-159577.0,-102260.0,-42278.0,-501149.0,-213.0,-162827.0,-263749.0,-1188040,136.0
1865,Norway,5/1/2019,-3983.0,-31448.0,905827.0,-82389.0,-1601.0,-6708.0,-42553.0,780731,0.0
1867,Malaysia,5/1/2019,-25276.0,-140860.0,-28749.0,-53911.0,9329.0,-90345.0,-50886.0,-337112,0.0
1869,South Africa,5/1/2019,5754.0,-36592.0,28706.0,275321.0,-15785.0,-37423.0,12073.0,275640,0.0
1870,Germany,5/1/2019,191690.0,-84679.0,-259334.0,-779529.0,-68212.0,99842.0,-504353.0,-1360989,0.0
1872,Portugal,5/1/2019,-19348.0,-61060.0,-158535.0,-13385.0,2374.0,-88232.0,-4082.0,-298682,0.0
1875,"Bolivia, Plurinational State of",5/1/2019,-1338.0,5821.0,-994.0,14765.0,-1164.0,355.0,1243.0,62274,0.0
1879,Georgia,5/1/2019,-5560.0,-8791.0,-2352.0,-2237.0,1104.0,-9655.0,-4249.0,11846,0.0
1882,Chile,5/1/2019,-15840.0,-47400.0,410298.0,514480.0,-404.0,-49336.0,38.0,855422,0.0
1883,Barbados,5/1/2019,-3378.0,-1699.0,-1701.0,-1684.0,130.0,-3304.0,-1200.0,30750,0.0
1885,Iceland,5/1/2019,-139.0,-1719.0,213265.0,-4391.0,148.0,-1926.0,-3135.0,245689,0.0
1888,Argentina,8/1/2020,100118.0,841736.0,162113.0,22007.0,78.0,288099.0,63220.0,1521415,1623.0
1891,Bosnia and Herzegovina,5/1/2019,-4014.0,-7931.0,-959.0,-4631.0,-3108.0,-15267.0,-5284.0,2392,0.0
1893,Australia,8/1/2020,80877.0,139186.0,74761.0,137207.0,85866.0,817209.0,37599.0,1416749,236.0
1898,El Salvador,5/1/2019,-19091.0,-28471.0,-2839.0,-7955.0,569.0,-19971.0,-9647.0,-43819,0.0
1902,Barbados,8/1/2020,-2346.0,-1711.0,-694.0,-1439.0,104.0,-2249.0,-1229.0,34480,63.0
1903,Greece,5/1/2019,-10233.0,-18194.0,18987.0,24324.0,-5956.0,-119719.0,5477.0,-61728,0.0
1908,"Taipei, Chinese",5/1/2019,-57205.0,-121319.0,35414.0,-50492.0,1090.0,-135785.0,-11952.0,-296663,0.0
1913,Bosnia and Herzegovina,8/1/2020,-3236.0,-10721.0,-40.0,2450.0,-2560.0,-11850.0,2635.0,20722,1138.0
1915,Switzerland,5/1/2019,294.0,-24748.0,-45655.0,-119911.0,-9380.0,-51400.0,-60962.0,-268176,0.0
1916,Brazil,8/1/2020,-33528.0,884870.0,-16965.0,15693.0,17185.0,1350965.0,-9399.0,2252865,2958.0
1920,"Korea, Republic of",5/1/2019,-76597.0,-368531.0,-260810.0,-197195.0,-5560.0,-452152.0,-37112.0,-1354371,0.0
1927,Japan,5/1/2019,-144482.0,-457894.0,-830732.0,-396530.0,-21905.0,-891920.0,-218362.0,-2918239,0.0
1928,Canada,8/1/2020,-25627.0,563917.0,228085.0,-258029.0,56542.0,272213.0,159885.0,1041030,172.0
1933,Chile,8/1/2020,-20140.0,-100495.0,348792.0,318914.0,3041.0,-11347.0,-30811.0,551998,1500.0
1942,Costa Rica,8/1/2020,5978.0,-30556.0,-326.0,162948.0,-228.0,5317.0,10123.0,197300,1486.0
1962,El Salvador,8/1/2020,-18246.0,-27430.0,-1073.0,-10018.0,550.0,-13870.0,-10588.0,-36631,850.0
1978,France,8/1/2020,187478.0,378445.0,-337807.0,-323697.0,189049.0,-127181.0,-79038.0,-68707,194.0
1983,Georgia,8/1/2020,-4983.0,-22292.0,-1534.0,15284.0,3133.0,-8075.0,-1576.0,24001,38.0
1985,Germany,8/1/2020,106515.0,-113064.0,-210897.0,-833161.0,-16110.0,148374.0,-336868.0,-1211167,102.0
1988,Greece,8/1/2020,3969.0,-38086.0,61088.0,73199.0,-5932.0,-95376.0,-9987.0,32919,58.0
2004,Iceland,8/1/2020,2.0,-2528.0,131223.0,-5117.0,434.0,-1272.0,-2397.0,164389,160.0
2005,France,6/1/2019,156896.0,383427.0,-305755.0,-395136.0,161685.0,-137728.0,-133784.0,-226778,0.0
2007,Spain,6/1/2019,-49508.0,-154974.0,-244188.0,815421.0,-2644.0,488414.0,350019.0,1246157,0.0
2009,Brazil,6/1/2019,-25205.0,59135.0,-56303.0,7335.0,46540.0,1193598.0,-21548.0,1247169,0.0
2010,Canada,6/1/2019,-10664.0,506782.0,646245.0,-430069.0,103273.0,322545.0,115064.0,1296793,0.0
2013,Ireland,8/1/2020,207826.0,-27209.0,27179.0,-40929.0,-45586.0,233981.0,-15922.0,383384,72.0
2014,United States of America,6/1/2019,146453.0,1161015.0,-1406436.0,-426061.0,-151242.0,800399.0,-382978.0,-215233,0.0
2018,Australia,6/1/2019,88002.0,152145.0,1189.0,148449.0,110869.0,912329.0,56813.0,1513413,0.0
2020,Japan,8/1/2020,-141560.0,-521393.0,-635730.0,-242639.0,-7628.0,-753002.0,-167699.0,-2425607,103.0
2021,Turkey,6/1/2019,28318.0,-147800.0,59183.0,236662.0,-36466.0,43231.0,35044.0,261789,0.0
2023,Ireland,6/1/2019,264408.0,-27365.0,26967.0,-39401.0,24894.0,245939.0,-28649.0,510410,0.0
2025,Argentina,6/1/2019,47834.0,599392.0,88811.0,100557.0,37.0,295705.0,28159.0,1204112,0.0
2027,New Zealand,6/1/2019,750830.0,-28973.0,80789.0,290247.0,-892.0,430562.0,14603.0,1580783,0.0
2028,Russian Federation,6/1/2019,-199819.0,308434.0,189288.0,-469235.0,-25661.0,-100285.0,-130232.0,-383893,0.0
2029,Thailand,6/1/2019,-23978.0,256869.0,-97698.0,165971.0,25344.0,71001.0,-11455.0,429671,0.0
2030,United Kingdom,6/1/2019,-98083.0,-103214.0,-70621.0,-519327.0,12292.0,-228516.0,-285162.0,-1249014,0.0
2033,Lithuania,6/1/2019,22709.0,44367.0,10006.0,-15072.0,2851.0,-2299.0,-1588.0,104591,0.0
2035,Czech Republic,6/1/2019,19249.0,31252.0,-8135.0,-61085.0,23709.0,-91979.0,-44638.0,-88010,0.0
2036,Costa Rica,6/1/2019,7475.0,-27555.0,1073.0,161783.0,-100.0,-1323.0,8002.0,192972,0.0
2040,Madagascar,6/1/2019,-1918.0,-17795.0,10597.0,334.0,43.0,-20.0,2021.0,36879,0.0
2041,Paraguay,6/1/2019,-906.0,32345.0,-548.0,555.0,-1054.0,70700.0,-1590.0,143119,0.0
2042,Lithuania,8/1/2020,23377.0,118071.0,1530.0,-23709.0,40.0,-2773.0,1843.0,162423,66.0
2044,Serbia,6/1/2019,707.0,62512.0,-3191.0,37649.0,1593.0,-3891.0,398.0,139394,0.0
2045,Malaysia,6/1/2019,-36368.0,-125572.0,-15812.0,-31176.0,11796.0,-68757.0,-53118.0,-275390,0.0
2048,Madagascar,8/1/2020,-2183.0,-19758.0,6564.0,63.0,-138.0,-12.0,5105.0,33685,156.0
2049,Norway,6/1/2019,-4340.0,-11975.0,863348.0,-63343.0,-1139.0,-9251.0,-31068.0,785849,0.0
2051,South Africa,6/1/2019,3202.0,-29522.0,21293.0,344231.0,-9704.0,-43085.0,11426.0,341458,0.0
2052,Malaysia,8/1/2020,-25012.0,-138182.0,-20097.0,-33916.0,11321.0,-78974.0,-54548.0,-295364,7.0
2053,Germany,6/1/2019,134268.0,-80471.0,-243005.0,-859762.0,-46040.0,20402.0,-507630.0,-1538621,0.0
2058,Portugal,6/1/2019,-25498.0,-45000.0,-118913.0,5733.0,3326.0,-84778.0,8891.0,-212622,0.0
2061,"Bolivia, Plurinational State of",6/1/2019,-987.0,6805.0,-956.0,12666.0,-547.0,363.0,774.0,61735,0.0
2065,Georgia,6/1/2019,-5021.0,-6694.0,-2241.0,-1205.0,1727.0,-7082.0,-2131.0,20970,0.0
2069,Barbados,6/1/2019,-2538.0,-1508.0,-1206.0,-1487.0,107.0,-3476.0,-1266.0,32243,0.0
2070,Chile,6/1/2019,-13359.0,-43099.0,413429.0,352989.0,708.0,-42499.0,-1343.0,710443,0.0
2075,Iceland,6/1/2019,-291.0,-2015.0,111673.0,-5569.0,160.0,-2314.0,-3623.0,141638,0.0
2079,Bosnia and Herzegovina,6/1/2019,-2963.0,-5985.0,-345.0,-6327.0,-3380.0,-13342.0,-2599.0,8676,0.0
2082,New Zealand,8/1/2020,404733.0,-20912.0,61856.0,283527.0,65749.0,275622.0,9791.0,1124410,2.0
2089,El Salvador,6/1/2019,-15214.0,-24785.0,-2404.0,-5987.0,598.0,-17806.0,-8082.0,-30063,0.0
2092,Norway,8/1/2020,-10744.0,-12727.0,749894.0,-60167.0,-1906.0,-14873.0,-27082.0,666439,41.0
2093,Greece,6/1/2019,-474.0,-28032.0,26246.0,104260.0,-4902.0,-113649.0,-4475.0,22591,0.0
2097,"Taipei, Chinese",6/1/2019,-54352.0,-123902.0,57501.0,-59681.0,-297.0,-143780.0,-23844.0,-304738,0.0
2102,Paraguay,8/1/2020,-846.0,50350.0,-446.0,1187.0,-962.0,92499.0,-1775.0,184051,257.0
2103,Switzerland,6/1/2019,-2984.0,-18200.0,-47502.0,-122866.0,-6909.0,-48257.0,-32577.0,-235678,0.0
2109,"Korea, Republic of",6/1/2019,-69488.0,-279581.0,-201005.0,-136662.0,-5695.0,-347602.0,-16461.0,-1012877,0.0
2110,Portugal,8/1/2020,-29033.0,-85998.0,-76498.0,-31648.0,11516.0,-75112.0,-3161.0,-245890,287.0
2115,Japan,6/1/2019,-139762.0,-522364.0,-691926.0,-363345.0,-10878.0,-833114.0,-194951.0,-2712723,0.0
2130,Serbia,8/1/2020,3039.0,36666.0,-3265.0,48757.0,912.0,-6714.0,11759.0,135198,784.0
2143,South Africa,8/1/2020,1746.0,-79840.0,12743.0,466507.0,-5582.0,-9634.0,4451.0,434435,2538.0
2148,Spain,8/1/2020,-20043.0,-273514.0,-171402.0,475682.0,27051.0,648110.0,164348.0,894276,605.0
2156,Switzerland,8/1/2020,-2833.0,-18693.0,-47061.0,-113382.0,-9688.0,-58387.0,-27013.0,-233013,220.0
2162,Thailand,8/1/2020,-30484.0,143158.0,-130332.0,276183.0,51896.0,79734.0,4007.0,438206,1.0
2170,Turkey,8/1/2020,33497.0,-161770.0,68844.0,202209.0,-7767.0,34374.0,48764.0,262195,155.0
2177,United Kingdom,8/1/2020,-139980.0,-157680.0,-71358.0,-407916.0,22073.0,-187026.0,-248128.0,-1145971,146.0
2186,France,7/1/2019,209580.0,489721.0,-332565.0,-378153.0,176811.0,-142623.0,-130310.0,-63892,0.0
2187,Spain,7/1/2019,-48547.0,-268539.0,-260811.0,592874.0,53767.0,502414.0,235829.0,850634,0.0
2188,Brazil,7/1/2019,-19328.0,887484.0,-43978.0,-2559.0,28325.0,1310349.0,-25769.0,2178171,0.0
2190,Canada,7/1/2019,-17720.0,339054.0,368737.0,-321662.0,69433.0,270327.0,163271.0,915087,0.0
2193,United States of America,7/1/2019,127293.0,1082169.0,-1190114.0,-211718.0,-138937.0,842040.0,-431053.0,123327,0.0
2195,Australia,7/1/2019,46426.0,207433.0,36289.0,177692.0,111691.0,914586.0,35421.0,1573185,0.0
2197,Turkey,7/1/2019,35104.0,-274946.0,63616.0,202389.0,-54370.0,54915.0,28704.0,99059,0.0
2198,Ireland,7/1/2019,254296.0,-26977.0,28923.0,-40242.0,-4041.0,233994.0,-27551.0,462049,0.0
2200,Argentina,7/1/2019,57479.0,828866.0,135159.0,86471.0,-1190.0,286652.0,47208.0,1484292,0.0
2201,Argentina,9/1/2020,111270.0,595294.0,161453.0,3330.0,-2596.0,291525.0,58679.0,1263030,2681.0
2202,New Zealand,7/1/2019,831027.0,-12391.0,91000.0,267116.0,7038.0,363167.0,10153.0,1600757,0.0
2204,Russian Federation,7/1/2019,-230483.0,706600.0,295216.0,-395702.0,-17998.0,-98718.0,-30956.0,271606,0.0
2205,Thailand,7/1/2019,-34082.0,216844.0,-89167.0,296858.0,22433.0,73392.0,-13245.0,516680,0.0
2206,Australia,9/1/2020,73816.0,155934.0,43073.0,85466.0,97120.0,724104.0,46447.0,1270035,75.0
2207,United Kingdom,7/1/2019,-121469.0,-100180.0,-44485.0,-472271.0,9857.0,-243295.0,-271640.0,-1199836,0.0
2210,Lithuania,7/1/2019,26038.0,20627.0,-8837.0,-22815.0,3355.0,-3044.0,-332.0,58639,0.0
2211,Czech Republic,7/1/2019,20634.0,29733.0,-8160.0,-50524.0,24559.0,-92479.0,-36369.0,-68959,0.0
2213,Costa Rica,7/1/2019,10309.0,-28205.0,2340.0,153105.0,20.0,-107.0,10297.0,191406,0.0
2215,Barbados,9/1/2020,-2840.0,-236.0,-793.0,-1313.0,150.0,-1179.0,-1191.0,36673,80.0
2217,Madagascar,7/1/2019,-2555.0,-13901.0,10511.0,183.0,-245.0,40.0,4658.0,42338,0.0
2219,Paraguay,7/1/2019,-2026.0,65908.0,-318.0,752.0,-826.0,92963.0,-1726.0,198374,0.0
2223,Malaysia,7/1/2019,-32765.0,-142860.0,-21284.0,-32665.0,8530.0,-77472.0,-68009.0,-322878,0.0
2224,Serbia,7/1/2019,-983.0,52967.0,-2239.0,47289.0,3243.0,-4148.0,12473.0,152249,0.0
2226,Bosnia and Herzegovina,9/1/2020,-2844.0,-8760.0,-753.0,1232.0,-3508.0,-7680.0,-1468.0,20294,1190.0
2228,South Africa,7/1/2019,3964.0,-20185.0,13019.0,457048.0,-7611.0,-38386.0,11467.0,462963,0.0
2229,Brazil,9/1/2020,-51797.0,878813.0,-23157.0,50355.0,64482.0,1229375.0,-8919.0,2183227,2540.0
2230,Germany,7/1/2019,150939.0,-65946.0,-202496.0,-859556.0,-54364.0,103802.0,-422232.0,-1306206,0.0
2233,Norway,7/1/2019,-6954.0,-11484.0,844894.0,-52854.0,-360.0,-12420.0,-24034.0,780435,0.0
2235,Portugal,7/1/2019,-30714.0,-90942.0,-111123.0,-7785.0,6422.0,-104897.0,870.0,-294522,0.0
2239,"Bolivia, Plurinational State of",7/1/2019,-1040.0,7418.0,-1154.0,11452.0,-791.0,293.0,1063.0,60888,0.0
2241,Canada,9/1/2020,-32395.0,448818.0,173645.0,-291991.0,57800.0,306296.0,457618.0,1163866,169.0
2242,Georgia,7/1/2019,-6681.0,-8486.0,-1218.0,6547.0,1978.0,-8419.0,-1528.0,25840,0.0
2246,Chile,9/1/2020,-17538.0,-98513.0,325924.0,271434.0,-229.0,-43652.0,-16147.0,465354,1264.0
2247,Barbados,7/1/2019,-2835.0,-1555.0,-1654.0,-1532.0,59.0,-2676.0,-1874.0,31580,0.0
2251,Chile,7/1/2019,-9003.0,-85031.0,441218.0,411156.0,-1621.0,-55067.0,931.0,746230,0.0
2254,Iceland,7/1/2019,-546.0,-1308.0,160814.0,-5970.0,139.0,-1363.0,-3737.0,191676,0.0
2255,Costa Rica,9/1/2020,5700.0,-23167.0,74.0,160998.0,-40.0,5335.0,7528.0,200503,2440.0
